"id","hs_dip","ethnicity","age","gender","clubmemb","residency","oc","founda","visitlib","med","per","fin","ft_pt","attendance","week4_test","first_sem","attend_disc","first_sem_disc","week4_test_disc","age_disc","startweek","endweek","drops"
1782,3,"1",20,"2",3,"1","no","no",0,0,0,0,"ft",0.761141219711388,0.440058292671037,0.297997154410563,"good","fail","fail","genz",1,156,0
1783,3,"1",36,"2",2,"1","no","no",0,0,0,0,"ft",0.945967274311216,0.533005338810181,0.64755604690842,"good","pass","pass","geny",1,131,1
1784,2,"1",37,"2",2,"1","no","no",0,0,0,0,"ft",0.79543599572728,0.459780703812207,0.744799188981207,"good","pass","fail","geny",1,8,1
1785,3,"1",29,"2",2,"2","yes","no",4,0,0,0,"ft",0.887622464981806,0.726866388016588,0.929312379168603,"good","dist","pass","millenn",1,156,0
1786,2,"1",29,"1",2,"1","no","no",5,0,0,0,"pt",0.717624636207633,0.670302522627517,0.627588254304192,"ok","pass","pass","millenn",1,156,0
1787,2,"1",27,"1",2,"3","yes","no",3,0,0,0,"ft",0.986197365664861,0.639944006522907,0.861130309613802,"good","dist","pass","millenn",1,156,0
1788,2,"1",20,"1",2,"1","no","no",2,0,0,0,"pt",0.951112517998934,0.478337130934474,0.615026037509836,"good","pass","fail","genz",1,156,0
1789,3,"1",24,"1",1,"3","yes","no",9,0,0,0,"ft",0.975354976878721,0.850615782265221,0.889954263799776,"good","dist","dist","millenn",1,156,0
1790,3,"4",26,"2",0,"1","yes","no",2,0,0,0,"ft",0.841646638047234,0.669452616866112,0.618639962993155,"good","pass","pass","millenn",1,156,0
1791,2,"1",28,"1",1,"3","yes","no",2,0,0,0,"ft",0.930998582049632,0.673497178287278,0.901013990254665,"good","dist","pass","millenn",1,156,0
1792,1,"1",29,"1",0,"1","no","no",2,0,0,0,"ft",0.902424996783218,0.446998448096509,0.434896976613622,"good","fail","fail","millenn",1,156,0
1793,2,"2",24,"2",2,"3","yes","no",3,0,0,0,"ft",0.966063451343745,0.740224656090266,0.74077013400561,"good","pass","pass","millenn",1,9,1
1794,3,"1",21,"1",0,"1","yes","no",4,0,0,0,"ft",0.899026880395637,0.721848357627362,0.924167320685319,"good","dist","pass","millenn",1,156,0
1795,3,"1",21,"2",1,"3","yes","no",7,0,0,0,"ft",0.727686984630774,0.728180681989121,0.606829816245202,"ok","pass","pass","millenn",1,156,0
1796,1,"1",31,"1",0,"3","yes","no",2,0,0,0,"ft",0.833719282953381,0.580276945423445,0.741417217647681,"good","pass","pass","millenn",1,156,0
1797,4,"1",36,"2",1,"1","no","yes",5,0,0,0,"pt",0.999031286054286,0.693557816090507,0.899650010272099,"good","dist","pass","geny",1,66,1
1798,1,"3",30,"2",2,"1","no","no",3,0,0,0,"ft",0.995973572723624,0.725683700311692,0.392645757249054,"good","fail","pass","millenn",1,156,0
1799,2,"1",22,"2",0,"1","no","no",0,0,0,0,"ft",0.86642337882733,0.428020881390936,0.34596333342977,"good","fail","fail","millenn",1,145,1
1800,3,"2",25,"2",0,"1","yes","no",6,0,0,0,"ft",0.949034876190337,0.812794613847699,0.944336851382903,"good","dist","dist","millenn",1,156,0
1801,2,"1",27,"2",3,"3","yes","no",0,0,0,0,"ft",0.983930731416145,0.509685580765872,0.617568120097383,"good","pass","pass","millenn",1,40,1
1802,2,"2",19,"2",0,"1","no","no",0,0,0,0,"ft",0.767556792701019,0.459550078865349,0.55238314435771,"good","pass","fail","genz",1,49,1
1803,2,"1",38,"1",2,"1","no","no",0,0,0,0,"pt",0.516462918652114,0.312522159002629,0.64952738455423,"ok","pass","fail","geny",1,156,0
1804,2,"1",27,"1",2,"1","no","no",0,0,0,0,"ft",0.799392782052741,0.483489990255917,0.730508992005971,"good","pass","fail","millenn",1,156,0
1805,3,"1",24,"1",2,"1","no","no",5,0,1,0,"pt",0.621617809855961,0.581809709790609,0.696866459559212,"ok","pass","pass","millenn",1,156,0
1806,3,"2",32,"2",2,"1","no","no",0,1,0,0,"pt",0.637314186934682,0.368812814370274,0.516151296464946,"ok","pass","fail","millenn",1,99,1
1807,4,"2",28,"1",1,"1","no","no",4,0,0,0,"ft",0.697128839879811,0.520564080381916,0.483951700306154,"ok","fail","pass","millenn",1,156,0
1808,4,"3",21,"1",0,"1","no","yes",0,0,0,0,"pt",0.898822650204874,0.444621229714059,0.863290721301872,"good","dist","fail","millenn",1,156,0
1809,3,"1",23,"1",0,"1","yes","no",5,0,0,0,"ft",0.757935324299239,0.749513541786933,0.865092809168067,"good","dist","pass","millenn",1,156,0
1810,5,"2",29,"1",2,"1","no","yes",5,0,0,0,"ft",0.534410868427981,0.680855288429204,0.382520569652286,"ok","fail","pass","millenn",1,156,0
1811,3,"5",29,"1",3,"1","no","no",0,0,0,0,"pt",0.988939532050591,0.467095308792166,0.932865864585351,"good","dist","fail","millenn",1,156,0
1812,3,"1",21,"2",0,"3","yes","no",6,0,0,0,"ft",0.885581020452324,0.746711185115438,0.729175337243205,"good","pass","pass","millenn",1,156,0
1813,5,"1",19,"2",2,"3","yes","no",0,0,0,0,"ft",0.97920015684427,0.599630950681044,0.91594940657579,"good","dist","pass","genz",1,28,1
1814,5,"1",19,"2",0,"1","no","no",1,0,0,0,"ft",0.87986644398653,0.490375819249557,0.5812358112321,"good","pass","fail","genz",1,152,1
1815,2,"1",25,"2",0,"1","no","no",1,0,1,0,"pt",0.877961180654747,0.612855477696933,0.673956037129073,"good","pass","pass","millenn",1,156,0
1816,3,"3",25,"2",0,"3","no","no",1,2,0,0,"ft",0.831256585019559,0.423065930428538,0.0400759614076093,"good","fail","fail","millenn",1,156,0
1817,3,"5",25,"2",0,"1","no","no",5,0,0,0,"ft",0.911933989913939,0.725770281725186,0.81113365435644,"good","dist","pass","millenn",1,11,1
1818,3,"3",32,"2",2,"1","no","no",0,0,0,0,"pt",0.767867344198035,0.415026229993703,0.371649504221769,"good","fail","fail","millenn",1,156,0
1819,3,"1",30,"2",3,"1","no","no",6,0,0,0,"ft",0.992057445132854,0.807813797834853,0.854947526589726,"good","dist","dist","millenn",1,156,0
1820,5,"5",35,"2",0,"3","no","yes",0,0,0,4,"ft",0.964966038743057,0.565361357754768,0.677979502412363,"good","pass","pass","geny",1,156,0
1821,3,"3",28,"1",1,"3","no","no",5,0,0,0,"ft",0.894322090797056,0.791888709436373,0.757930436312111,"good","dist","dist","millenn",1,156,0
1822,4,"1",19,"2",2,"1","no","yes",0,0,0,0,"ft",0.923805212272511,0.662053841406402,0.808765905118823,"good","dist","pass","genz",1,156,0
1823,5,"3",19,"1",2,"1","no","no",5,0,0,0,"ft",0.622984983680611,0.784653219993566,0.597417147543632,"ok","pass","dist","genz",1,156,0
1824,2,"2",29,"2",3,"3","yes","no",6,0,0,0,"ft",0.923265605409011,0.713939872208365,0.900321062224538,"good","dist","pass","millenn",1,156,0
1825,2,"1",37,"1",2,"1","no","no",2,0,0,0,"pt",0.995447094141141,0.513645863190723,0.908252667610891,"good","dist","pass","geny",1,53,1
1826,3,"4",22,"1",2,"1","yes","no",3,0,0,0,"ft",0.97350997018602,0.771470629218064,0.636194432239048,"good","pass","dist","millenn",1,13,1
1827,4,"1",36,"1",0,"1","yes","no",3,0,0,0,"ft",0.988879313583663,0.640471506728287,0.510887494632763,"good","pass","pass","geny",1,8,1
1828,2,"1",22,"2",3,"3","yes","no",6,0,0,0,"ft",0.979801921354415,0.77227647369717,0.628405225862776,"good","pass","dist","millenn",1,156,0
1829,4,"2",29,"2",2,"1","no","no",8,0,0,0,"ft",0.877459648149008,0.810094968712982,0.692352950767256,"good","pass","dist","millenn",1,156,0
1830,3,"5",20,"1",0,"2","yes","no",0,0,0,0,"ft",0.993022752029308,0.527314551139721,0.544259531083055,"good","pass","pass","genz",1,156,0
1831,3,"5",29,"2",0,"3","yes","no",0,0,0,0,"ft",0.997892952068013,0.612205481925207,0.771569437557356,"good","dist","pass","millenn",1,156,0
1832,3,"4",21,"1",1,"1","no","no",0,0,0,0,"ft",0.772041363164604,0.471217212001781,0.169985881401009,"good","fail","fail","millenn",1,26,1
1833,3,"1",21,"2",2,"1","no","no",7,0,0,0,"ft",0.922490691430166,0.785254284229151,0.807422661927029,"good","dist","dist","millenn",1,156,0
1834,4,"1",21,"1",2,"1","no","no",5,0,0,0,"pt",0.978955423486554,0.736663790878407,0.945071016167056,"good","dist","pass","millenn",1,156,0
1835,4,"1",18,"1",0,"3","no","no",0,0,0,0,"ft",0.991102639194056,0.545839953116696,0.383325047685964,"good","fail","pass","genz",1,13,1
1836,2,"1",30,"2",0,"3","no","no",3,0,0,0,"ft",0.847577607424459,0.616462837797034,0.669867507764443,"good","pass","pass","millenn",1,156,0
1837,3,"1",52,"1",2,"3","no","no",7,0,1,0,"ft",0.509774942390709,0.664730308653052,0.4222376819302,"ok","fail","pass","geny",1,156,0
1838,3,"3",17,"2",2,"1","no","no",3,0,0,0,"ft",0.977642408447931,0.583164648416039,0.884300809953383,"good","dist","pass","genz",1,156,0
1839,2,"1",21,"1",1,"1","no","no",0,0,0,0,"ft",0.87006742131569,0.505752916747799,0.554745728312344,"good","pass","pass","millenn",1,146,1
1840,2,"1",28,"1",2,"1","no","no",6,0,0,0,"ft",0.528613312433097,0.62734509978086,0.749015313284753,"ok","pass","pass","millenn",1,156,0
1841,2,"1",39,"2",2,"1","no","no",4,0,0,2,"ft",0.929930698820841,0.600262014442497,0.565109828567556,"good","pass","pass","geny",1,13,1
1842,1,"3",23,"1",0,"1","no","no",7,0,0,1,"ft",0.856285486370189,0.717875402121361,0.697946562420561,"good","pass","pass","millenn",1,156,0
1843,3,"1",21,"2",0,"1","yes","no",0,0,0,0,"pt",0.994360405714349,0.688779755092848,0.776183025852694,"good","dist","pass","millenn",1,156,0
1844,2,"5",36,"1",0,"3","yes","no",2,0,0,0,"ft",0.998342239199782,0.467899014759415,0.537101904207353,"good","pass","fail","geny",1,156,0
1845,3,"1",20,"1",0,"3","yes","no",4,0,0,0,"ft",0.845637519589633,0.670299879297626,0.862576996861759,"good","dist","pass","genz",1,156,0
1846,4,"3",20,"1",2,"3","no","no",8,0,0,0,"ft",0.945193104610879,0.833936141462611,0.932662906415528,"good","dist","dist","genz",1,12,1
1847,5,"1",24,"1",0,"1","yes","yes",8,0,1,0,"pt",0.858784829619511,0.838122228403927,0.921563668907777,"good","dist","dist","millenn",1,156,0
1848,1,"1",20,"2",0,"1","yes","no",0,0,0,0,"pt",0.610135434469361,0.511401687715691,0.203130420498981,"ok","fail","pass","genz",1,40,1
1849,2,"1",19,"2",0,"1","no","no",0,0,0,0,"ft",0.900770362120808,0.409949563869421,0.549051413510571,"good","pass","fail","genz",1,156,0
1850,5,"1",28,"1",0,"1","no","no",6,0,0,0,"pt",0.990634150993581,0.69812513917004,0.570847918270327,"good","pass","pass","millenn",1,156,0
1851,4,"1",21,"2",3,"1","yes","no",10,0,0,0,"pt",0.927978062088342,0.872599837272951,0.898990137578577,"good","dist","dist","millenn",1,156,0
1852,5,"2",24,"2",0,"1","no","yes",0,4,0,2,"pt",0.966810647493764,0.462405719409761,0.432077593171009,"good","fail","fail","millenn",1,66,1
1853,3,"3",28,"1",2,"1","no","no",7,0,0,0,"ft",0.982027109307613,0.835994608094436,0.938356871023121,"good","dist","dist","millenn",1,156,0
1854,3,"1",19,"1",3,"3","yes","no",6,0,0,0,"ft",0.945134763163859,0.802845235044343,0.925818999065936,"good","dist","dist","genz",1,156,0
1855,2,"2",18,"2",1,"1","no","no",0,0,1,0,"ft",0.670037264091042,0.406630871963504,0.331577583349265,"ok","fail","fail","genz",1,156,0
1856,4,"1",29,"1",0,"1","no","no",5,0,0,0,"ft",0.984120545247205,0.711163542570067,0.492825866557225,"good","fail","pass","millenn",1,156,0
1857,1,"5",33,"1",0,"1","no","no",8,0,0,0,"ft",0.955895135519289,0.867486072761356,0.906877012095078,"good","dist","dist","millenn",1,156,0
1858,2,"1",23,"2",2,"1","yes","no",0,0,1,0,"pt",0.99109038345864,0.583984476586564,0.454412372857305,"good","fail","pass","millenn",1,156,0
1859,3,"1",25,"1",3,"1","no","no",0,0,0,0,"pt",0.880728724031411,0.512055012585572,0.6496998213597,"good","pass","pass","millenn",1,66,1
1860,3,"2",23,"1",0,"3","yes","no",3,0,0,1,"ft",0.943977929125104,0.639854081007935,0.786520477953303,"good","dist","pass","millenn",1,156,0
1861,2,"3",35,"2",2,"2","yes","no",0,0,0,0,"ft",0.990789098640894,0.375206376042683,0.418978009459559,"good","fail","fail","geny",1,156,0
1862,2,"2",33,"2",0,"2","no","no",6,0,0,0,"ft",0.881184580196121,0.81479697642539,0.897432249872188,"good","dist","dist","millenn",1,156,0
1863,2,"1",27,"1",0,"3","no","no",0,0,0,0,"ft",0.86256758979472,0.457904700831638,0.756725012397002,"good","dist","fail","millenn",1,156,0
1864,3,"3",34,"1",0,"1","no","no",0,0,0,0,"ft",0.871194535672965,0.597041665386357,0.625694178401749,"good","pass","pass","millenn",1,118,1
1865,3,"1",20,"1",0,"3","yes","no",0,0,0,0,"ft",0.969493042920832,0.484192973354248,0.938995212302204,"good","dist","fail","genz",1,156,0
1866,4,"1",27,"2",2,"1","no","no",5,0,0,0,"pt",0.987683354050337,0.785374908961561,0.849758389178072,"good","dist","dist","millenn",1,156,0
1867,5,"1",23,"2",2,"1","yes","yes",0,0,0,0,"ft",0.629375413394155,0.530185678688408,0.592309596392876,"ok","pass","pass","millenn",1,156,0
1868,5,"2",26,"2",0,"3","no","yes",4,1,0,0,"ft",0.992465425073438,0.721251106991973,0.894588040434342,"good","dist","pass","millenn",1,156,0
1869,4,"3",23,"1",0,"3","yes","no",4,0,0,0,"ft",0.788557942918046,0.63048298845494,0.64881024134322,"good","pass","pass","millenn",1,156,0
1870,5,"1",36,"2",0,"1","no","yes",5,0,0,2,"pt",0.752124133673735,0.788212294077667,0.250628809133523,"good","fail","dist","geny",1,156,0
1871,3,"1",27,"2",0,"3","yes","no",2,0,0,0,"ft",0.810300061446879,0.623918781326846,0.471873059008706,"good","fail","pass","millenn",1,156,0
1872,3,"3",28,"2",0,"3","no","no",2,0,0,0,"ft",0.965984942901335,0.61086517056233,0.939362452204211,"good","dist","pass","millenn",1,156,0
1873,2,"1",25,"2",0,"1","no","no",8,0,0,0,"pt",0.975714618714703,0.813356192736642,0.965451388144338,"good","dist","dist","millenn",1,156,0
1874,3,"1",27,"1",3,"3","no","no",4,0,0,0,"ft",0.771637924290689,0.667946566106052,0.618787385909063,"good","pass","pass","millenn",1,156,0
1875,2,"1",25,"1",0,"3","yes","no",0,0,1,0,"ft",0.801693031316536,0.506232803094964,0.900521059389411,"good","dist","pass","millenn",1,156,0
1876,4,"1",34,"2",2,"1","no","yes",4,0,0,0,"ft",0.774763862898934,0.673219052811466,0.540791195898148,"good","pass","pass","millenn",1,156,0
1877,3,"1",22,"2",2,"1","no","no",0,0,0,0,"ft",0.841959437342939,0.466068566657441,0.602872264320289,"good","pass","fail","millenn",1,156,0
1878,3,"3",24,"1",2,"3","yes","no",6,0,0,0,"ft",0.678820952125212,0.723029079689438,0.783543891030839,"ok","dist","pass","millenn",1,156,0
1879,3,"2",34,"1",3,"3","yes","no",5,0,0,0,"ft",0.930884879797492,0.714350996877444,0.84290931119875,"good","dist","pass","millenn",1,156,0
1880,2,"4",26,"1",2,"3","yes","no",2,0,0,0,"ft",0.668005514962662,0.534761333116618,0.76949733057236,"ok","dist","pass","millenn",1,156,0
1881,2,"1",32,"1",2,"3","no","no",2,0,0,0,"ft",0.895124818362811,0.613639170941764,0.628302564802786,"good","pass","pass","millenn",1,156,0
1882,3,"1",26,"2",1,"1","no","no",5,0,0,1,"pt",0.600313071780743,0.579334716557837,0.858907591621504,"ok","dist","pass","millenn",1,156,0
1883,3,"1",26,"2",2,"1","no","no",5,0,1,0,"ft",0.803506515237555,0.667254486715359,0.541988271225755,"good","pass","pass","millenn",1,156,0
1884,5,"1",27,"1",1,"1","no","yes",1,0,0,0,"pt",0.955598763964143,0.597805602795135,0.650687200939708,"good","pass","pass","millenn",1,156,0
1885,2,"1",21,"2",2,"1","yes","no",4,0,0,0,"ft",0.768193701487176,0.655405758179852,0.830357957314059,"good","dist","pass","millenn",1,156,0
1886,3,"1",21,"1",2,"1","no","no",6,0,0,0,"pt",0.963870197655446,0.765139190771074,0.84395642611062,"good","dist","dist","millenn",1,156,0
1887,2,"1",20,"2",1,"1","no","no",7,0,0,0,"ft",0.417124313468585,0.769255131169749,0.113116634893278,"poor","fail","dist","genz",1,13,1
1888,3,"1",23,"1",2,"1","no","no",2,0,0,0,"pt",0.977219052113663,0.763834578327102,0.91302442551181,"good","dist","dist","millenn",1,156,0
1889,2,"1",22,"2",0,"1","no","no",3,0,0,0,"pt",0.961141674134984,0.676696073025259,0.778875504890877,"good","dist","pass","millenn",1,62,1
1890,5,"1",26,"2",0,"2","yes","no",4,2,0,0,"ft",0.89853720542142,0.634672196363578,0.311785589434445,"good","fail","pass","millenn",1,93,1
1891,2,"1",18,"1",0,"3","yes","no",4,0,0,0,"ft",0.920639095776943,0.687211979005441,0.624873065823315,"good","pass","pass","genz",1,156,0
1892,5,"3",23,"2",2,"1","yes","no",9,0,0,0,"ft",0.943685583198447,0.867709275327666,0.913108295591088,"good","dist","dist","millenn",1,156,0
1893,4,"3",24,"2",2,"1","yes","no",2,0,2,0,"pt",0.625047870288456,0.489557309756819,0.185273221998416,"ok","fail","fail","millenn",1,156,0
1894,3,"1",32,"2",2,"3","no","no",4,0,0,0,"ft",0.967429852560184,0.778695779041932,0.814335396592442,"good","dist","dist","millenn",1,156,0
1895,2,"2",23,"1",2,"1","no","no",5,1,0,0,"pt",0.52392716512229,0.724022323803516,0.326381193617653,"ok","fail","pass","millenn",1,19,1
1896,4,"1",30,"1",0,"1","no","no",4,0,0,0,"pt",0.891607939335145,0.729005516491782,0.764512920911678,"good","dist","pass","millenn",1,156,0
1897,2,"1",21,"2",0,"1","no","no",6,0,0,0,"ft",0.804688378837139,0.784261595925707,0.891182741917454,"good","dist","dist","millenn",1,156,0
1898,3,"2",21,"1",0,"1","yes","no",4,0,0,0,"pt",0.842079970389252,0.724203702554893,0.928612952418678,"good","dist","pass","millenn",1,156,0
1899,3,"3",27,"1",2,"1","no","no",2,0,0,0,"ft",0.586975823121108,0.409262378503768,0.667105863163139,"ok","pass","fail","millenn",1,156,0
1900,3,"1",27,"1",3,"1","no","no",1,0,0,0,"pt",0.860238956924009,0.603567378405476,0.729866640340329,"good","pass","pass","millenn",1,156,0
1901,2,"1",21,"2",0,"1","no","no",5,0,0,0,"pt",0.972189977193534,0.820410111861331,0.921578634135828,"good","dist","dist","millenn",1,156,0
1902,4,"1",33,"2",2,"3","yes","no",0,0,0,0,"ft",0.90978774993501,0.382929888640637,0.835735704285545,"good","dist","fail","millenn",1,156,0
1903,5,"1",25,"2",2,"3","no","no",0,0,0,0,"ft",0.778316533481687,0.564609276004109,0.72976040627026,"good","pass","pass","millenn",1,156,0
1904,3,"1",39,"2",2,"1","no","no",5,1,0,0,"ft",0.356778410794409,0.524376043342438,0.364339201049463,"poor","fail","pass","geny",1,156,0
1905,3,"1",22,"1",0,"1","no","no",0,0,0,0,"ft",0.922542164193463,0.364863878822462,0.607223482364401,"good","pass","fail","millenn",1,156,0
1906,4,"2",25,"1",2,"1","no","no",0,2,0,0,"ft",0.913302262658829,0.434583245770584,0.782401104935103,"good","dist","fail","millenn",1,26,1
1907,3,"1",21,"2",0,"1","no","no",3,0,0,0,"ft",0.958058687208489,0.628345299106798,0.716965684477373,"good","pass","pass","millenn",1,156,0
1908,3,"1",30,"2",1,"1","no","no",2,0,0,0,"ft",0.984080491542919,0.617182673821676,0.89001618059467,"good","dist","pass","millenn",1,156,0
1909,4,"1",21,"2",0,"3","yes","no",2,0,0,1,"ft",0.846627874073217,0.610862313218093,0.827435183579658,"good","dist","pass","millenn",1,145,1
1910,2,"1",22,"1",0,"1","no","no",3,0,0,0,"ft",0.925081578407423,0.555305759088538,0.668087323910286,"good","pass","pass","millenn",1,13,1
1911,3,"1",29,"1",1,"1","no","no",0,0,0,0,"pt",0.741931019890178,0.49449073292762,0.541616658647976,"ok","pass","fail","millenn",1,156,0
1912,3,"5",26,"1",0,"1","no","no",4,0,0,0,"pt",0.742601722110498,0.734902284687031,0.467336414644441,"ok","fail","pass","millenn",1,156,0
1913,3,"1",21,"1",1,"1","no","no",3,0,1,0,"pt",0.86527173628337,0.633067815321824,0.705948479324423,"good","pass","pass","millenn",1,156,0
1914,2,"1",41,"1",2,"1","no","no",4,0,0,0,"ft",0.97584177958753,0.658140158272374,0.906752880144505,"good","dist","pass","geny",1,156,0
1915,3,"3",30,"2",0,"1","no","no",0,0,0,0,"pt",0.804675237133104,0.545836683342299,0.985057528617711,"good","dist","pass","millenn",1,156,1
1916,1,"3",19,"2",2,"3","yes","no",0,0,0,0,"ft",0.973214777566343,0.439054066981167,0.285890216526609,"good","fail","fail","genz",1,156,0
1917,2,"1",22,"2",0,"1","yes","no",1,0,2,0,"pt",0.657534602132731,0.530658607219567,0.338971972540025,"ok","fail","pass","millenn",1,13,1
1918,3,"1",25,"2",1,"3","yes","no",0,0,0,0,"ft",0.958609779189715,0.489541623364897,0.597794058666598,"good","pass","fail","millenn",1,156,0
1919,3,"1",25,"2",0,"1","no","no",7,0,0,2,"pt",0.846739361041796,0.709405441723415,0.839144405450415,"good","dist","pass","millenn",1,156,0
1920,2,"1",21,"1",3,"3","yes","no",5,0,0,0,"ft",0.801605909299263,0.761709471505365,0.956073949734692,"good","dist","dist","millenn",1,156,0
1921,4,"2",22,"2",2,"1","no","no",3,0,0,0,"ft",0.494800706980081,0.570830492381436,0.492327764798317,"poor","fail","pass","millenn",1,40,1
1922,2,"1",22,"1",2,"2","no","no",4,0,0,0,"ft",0.859770721393746,0.705865235004338,0.717864454822152,"good","pass","pass","millenn",1,156,0
1923,2,"2",19,"2",0,"1","no","no",0,0,1,0,"ft",0.82393025932881,0.474867175550885,0.766212147150012,"good","dist","fail","genz",1,156,0
1924,5,"1",26,"2",2,"1","no","no",8,1,0,0,"pt",0.478812889510436,0.726134990915644,0.443032650568847,"poor","fail","pass","millenn",1,118,1
1925,4,"1",32,"1",0,"1","no","yes",3,0,0,1,"ft",0.95111878158744,0.675593345554535,0.507908014195518,"good","pass","pass","millenn",1,156,0
1926,3,"5",24,"1",0,"3","yes","no",1,0,0,0,"ft",0.890959608771495,0.556729206141658,0.564414585830391,"good","pass","pass","millenn",1,156,0
1927,1,"1",22,"3",0,"1","no","no",4,0,0,0,"pt",0.705011599599473,0.50697068179993,0.567118438711887,"ok","pass","pass","millenn",1,156,0
1928,4,"3",22,"1",0,"3","yes","no",0,0,0,0,"ft",0.873118728176363,0.552921167794098,0.661315150747169,"good","pass","pass","millenn",1,156,0
1929,1,"2",17,"1",1,"1","no","no",0,0,0,0,"ft",0.598829351391321,0.47529045302329,0.633746355687465,"ok","pass","fail","genz",1,144,1
1930,5,"1",32,"2",0,"1","yes","no",6,0,0,0,"ft",0.976756623852628,0.704375126590774,0.722067909062902,"good","pass","pass","millenn",1,156,0
1931,3,"5",30,"1",3,"3","yes","no",0,0,0,0,"ft",0.913018305468778,0.438768295865899,0.518382441102305,"good","pass","fail","millenn",1,156,0
1932,5,"1",20,"1",0,"1","no","yes",4,0,0,0,"pt",0.727645129650416,0.65984710051665,0.587813013017117,"ok","pass","pass","genz",1,156,0
1933,2,"1",26,"1",1,"1","no","no",0,0,1,0,"ft",0.686763079696426,0.492355679131105,0.446667932017739,"ok","fail","fail","millenn",1,156,0
1934,2,"1",29,"2",2,"1","no","no",3,0,1,0,"ft",0.902120950219806,0.489337527509232,0.51908832753042,"good","pass","fail","millenn",1,13,1
1935,2,"3",29,"2",0,"1","no","no",3,0,0,0,"ft",0.897799913309319,0.585527400863298,0.583437062924986,"good","pass","pass","millenn",1,156,0
1936,2,"1",19,"1",2,"3","yes","no",4,0,0,0,"ft",0.890917489887138,0.718082927138153,0.858118658912579,"good","dist","pass","genz",1,156,0
1937,2,"1",27,"1",2,"1","no","no",0,0,1,0,"ft",0.986114657562016,0.450919507038497,0.743127755026021,"good","pass","fail","millenn",1,156,0
1938,3,"2",27,"1",3,"2","no","no",2,0,0,0,"ft",0.892873275315483,0.556887228078491,0.439986330542191,"good","fail","pass","millenn",1,156,0
1939,2,"1",32,"2",0,"3","yes","no",5,0,0,0,"ft",0.95637752064359,0.569573058710859,0.823937591688642,"good","dist","pass","millenn",1,156,0
1940,3,"1",26,"2",2,"3","yes","no",7,0,0,0,"ft",0.993640252601806,0.781047421772923,0.886874476748024,"good","dist","dist","millenn",1,156,0
1941,5,"2",20,"2",0,"1","no","no",3,0,0,0,"ft",0.985104586256738,0.755978552233875,0.301405133796637,"good","fail","dist","genz",1,156,0
1942,4,"1",21,"2",1,"1","no","no",0,0,0,0,"ft",0.856322630345355,0.506388915845635,0.615468678001376,"good","pass","pass","millenn",1,156,0
1943,3,"1",33,"2",0,"1","no","no",3,0,0,0,"pt",0.862592277717706,0.663694941588527,0.593457799246987,"good","pass","pass","millenn",1,156,0
1944,1,"1",27,"2",0,"3","yes","no",3,0,0,0,"ft",0.991940145761989,0.536155462127646,0.896216452049236,"good","dist","pass","millenn",1,156,0
1945,4,"1",21,"2",1,"3","yes","yes",0,0,3,0,"ft",0.766895182689033,0.545358895575625,0.836468492788966,"good","dist","pass","millenn",1,156,0
1946,3,"1",24,"1",0,"1","yes","no",2,0,0,0,"ft",0.901176190877521,0.72419814491424,0.852844874726133,"good","dist","pass","millenn",1,156,0
1947,3,"5",23,"2",0,"1","no","no",2,0,0,0,"pt",0.850110408063483,0.572067341522924,0.266088639173731,"good","fail","pass","millenn",1,156,0
1948,3,"1",20,"2",0,"1","no","no",3,0,0,0,"ft",0.948864870258561,0.617270528745203,0.550174249828071,"good","pass","pass","genz",1,156,0
1949,4,"1",26,"1",2,"3","no","no",2,0,0,0,"ft",0.540477407638706,0.486792927713697,0.415423129147428,"ok","fail","fail","millenn",1,156,0
1950,1,"3",23,"2",0,"1","no","no",5,1,0,0,"pt",0.297392131824979,0.611714850520785,0.414083182262899,"poor","fail","pass","millenn",1,156,0
1951,5,"4",18,"2",2,"1","no","no",7,0,2,0,"ft",0.859989511951168,0.771431978013723,0.755400476859564,"good","dist","dist","genz",1,156,1
1952,3,"5",22,"1",2,"1","no","no",0,0,2,0,"pt",0.529291560001068,0.394578568834304,0.378392900728979,"ok","fail","fail","millenn",1,79,1
1953,4,"1",29,"2",0,"1","yes","yes",3,0,3,0,"pt",2.79361703590294e-13,0.490180133024345,0.045814377169237,"poor","fail","fail","millenn",1,148,1
1954,3,"3",20,"2",0,"1","no","no",2,0,0,0,"ft",0.809767921185262,0.574094388348962,0.338550496984137,"good","fail","pass","genz",1,156,0
1955,3,"1",23,"1",2,"1","no","no",2,0,0,0,"ft",0.960307048908923,0.600426246264209,0.428520954628292,"good","fail","pass","millenn",1,40,1
1956,3,"1",43,"4",2,"1","no","no",3,0,0,0,"ft",0.726676510086326,0.700120863481961,0.26094591570259,"ok","fail","pass","geny",1,118,1
1957,1,"1",24,"2",0,"1","yes","no",2,0,0,0,"ft",0.968221787055349,0.661812028938234,0.642862625226825,"good","pass","pass","millenn",1,156,0
1958,5,"1",29,"4",0,"1","no","no",3,0,0,0,"pt",0.724743411298173,0.637577835566051,0.211312105550739,"ok","fail","pass","millenn",1,156,0
1959,1,"3",21,"1",0,"1","no","no",2,0,0,0,"pt",0.80491558160458,0.639336327716022,0.641691907137536,"good","pass","pass","millenn",1,156,0
1960,4,"1",21,"1",0,"1","yes","yes",3,0,0,0,"pt",0.800686155021082,0.719436008454374,0.757167014158848,"good","dist","pass","millenn",1,79,1
